16
0, 0.0000000000, 0.0000000000, 0.0000000000
0, 0.0000000000, 0.0000000000, 1.1547005384
0, 0.0000000000, 1.1547005384, 0.0000000000
0, 0.0000000000, 1.1547005384, 1.1547005384
0, 1.1547005384, 0.0000000000, 0.0000000000
0, 1.1547005384, 0.0000000000, 1.1547005384
0, 1.1547005384, 1.1547005384, 0.0000000000
0, 1.1547005384, 1.1547005384, 1.1547005384
0, 0.5773502692, 0.5773502692, 0.5773502692
0, 0.5773502692, 0.5773502692, 1.7320508076
0, 0.5773502692, 1.7320508076, 0.5773502692
0, 0.5773502692, 1.7320508076, 1.7320508076
0, 1.7320508076, 0.5773502692, 0.5773502692
0, 1.7320508076, 0.5773502692, 1.7320508076
0, 1.7320508076, 1.7320508076, 0.5773502692
0, 1.7320508076, 1.7320508076, 1.7320508076
